id,magnitude,color_index,size,ellipticity,label
obj_0042929,18.53,0.41,4.16,0.05,elliptical
obj_0042930,15.14,0.0,2.3,0.09,spiral
obj_0042931,14.66,0.46,0.86,0.08,spiral
obj_0042932,15.96,1.0,4.55,0.06,spiral
obj_0042933,16.27,1.04,3.88,0.06,elliptical
obj_0042934,15.47,0.81,3.66,0.32,elliptical
obj_0042935,14.22,0.92,3.76,0.03,spiral
obj_0042936,18.21,0.79,3.45,0.01,spiral
obj_0042937,14.71,0.37,3.75,0.01,elliptical
obj_0042938,15.24,0.67,1.84,0.23,spiral
obj_0042939,16.16,0.57,2.89,0.62,spiral
obj_0042940,13.79,0.0,2.52,0.36,spiral
obj_0042941,13.68,0.4,2.71,0.45,spiral
obj_0042942,15.35,0.91,2.15,0.0,elliptical
obj_0042943,17.24,0.68,2.73,0.02,spiral
obj_0042944,16.28,0.7,1.18,0.05,elliptical
obj_0042945,12.91,0.4,1.89,0.28,spiral
obj_0042946,18.08,0.92,2.14,0.27,elliptical
obj_0042947,17.2,0.82,2.78,0.09,spiral
obj_0042948,16.29,0.13,2.46,0.09,spiral
obj_0042949,16.25,0.64,3.3,0.11,spiral
obj_0042950,17.01,0.63,2.43,0.41,elliptical
obj_0042951,19.49,0.42,2.2,0.05,spiral
obj_0042952,17.32,0.92,1.97,0.27,spiral
obj_0042953,16.44,0.31,2.4,0.26,spiral
obj_0042954,14.16,0.78,3.3,0.11,spiral
obj_0042955,16.25,0.13,3.51,0.13,spiral
obj_0042956,17.16,0.24,3.47,0.13,spiral
obj_0042957,15.83,0.45,2.97,0.37,spiral
obj_0042958,15.22,0.97,2.06,0.12,elliptical
obj_0042959,16.83,0.24,2.6,0.4,elliptical
obj_0042960,14.52,0.6,2.35,0.47,elliptical
obj_0042961,17.3,0.51,2.35,0.03,elliptical
obj_0042962,15.35,0.7,3.61,0.29,spiral
obj_0042963,12.82,0.23,2.83,0.12,elliptical
obj_0042964,15.32,0.63,1.24,0.01,elliptical
obj_0042965,15.91,1.01,3.22,0.09,spiral
obj_0042966,16.83,1.1,2.36,0.33,elliptical
obj_0042967,16.66,0.12,2.03,0.03,spiral
obj_0042968,14.06,0.83,2.75,0.18,elliptical
obj_0042969,16.18,0.76,1.64,0.06,spiral
obj_0042970,15.2,0.7,2.95,0.08,elliptical
obj_0042971,15.46,0.65,1.64,0.04,spiral
obj_0042972,14.5,1.24,2.82,0.02,spiral
obj_0042973,15.92,0.4,1.9,0.16,spiral
obj_0042974,20.7,-0.04,3.22,0.13,elliptical
obj_0042975,18.78,0.78,1.7,0.19,elliptical
obj_0042976,14.5,0.32,1.85,0.09,spiral
obj_0042977,16.1,0.02,2.95,0.09,elliptical
obj_0042978,15.53,0.63,4.14,0.14,spiral
obj_0042979,16.21,0.49,2.81,0.17,elliptical
obj_0042980,17.37,0.34,1.92,0.56,spiral
obj_0042981,15.81,0.33,0.65,0.02,elliptical
obj_0042982,14.93,0.74,2.06,0.19,elliptical
obj_0042983,17.73,0.93,2.23,0.47,spiral
obj_0042984,14.15,-0.03,3.33,0.08,spiral
obj_0042985,16.28,0.86,2.85,0.18,elliptical
obj_0042986,13.77,1.0,0.63,0.03,spiral
obj_0042987,14.46,0.56,1.39,0.74,spiral
obj_0042988,17.12,0.16,4.24,0.19,elliptical
obj_0042989,14.98,0.33,2.99,0.33,spiral
obj_0042990,13.19,0.15,3.43,0.2,spiral
obj_0042991,14.92,0.27,3.81,0.17,elliptical
obj_0042992,14.76,0.63,1.72,0.1,spiral
obj_0042993,14.11,0.51,2.28,0.04,spiral
obj_0042994,16.83,0.78,2.88,0.07,elliptical
obj_0042995,13.68,0.59,2.81,0.09,spiral
obj_0042996,15.12,0.44,2.78,0.22,spiral
obj_0042997,16.2,0.55,2.52,0.12,spiral
obj_0042998,15.49,0.24,2.41,0.2,elliptical
obj_0042999,15.39,0.53,2.22,0.33,elliptical
obj_0043000,14.92,0.7,4.2,0.02,elliptical
obj_0043001,14.17,0.53,3.04,0.08,spiral
obj_0043002,15.04,0.87,2.07,0.05,elliptical
obj_0043003,16.99,0.61,3.7,0.49,elliptical
obj_0043004,15.35,1.03,3.76,0.2,elliptical
obj_0043005,16.25,0.34,4.02,0.02,elliptical
obj_0043006,17.68,0.49,3.19,0.18,spiral
obj_0043007,16.9,0.08,3.69,0.14,elliptical
obj_0043008,14.09,0.87,2.01,0.15,elliptical
obj_0043009,16.67,0.34,3.15,0.05,elliptical
obj_0043010,17.57,1.05,2.86,0.11,elliptical
obj_0043011,15.13,0.04,2.13,0.06,spiral
obj_0043012,13.62,0.39,3.76,0.18,spiral
obj_0043013,15.34,1.04,2.58,0.04,elliptical
obj_0043014,16.28,0.87,3.16,0.01,spiral
obj_0043015,16.89,-0.18,3.85,0.03,spiral
obj_0043016,15.22,0.72,2.63,0.46,elliptical
obj_0043017,12.95,0.33,2.53,0.65,spiral
obj_0043018,14.09,0.84,2.06,0.28,elliptical
obj_0043019,16.54,0.46,2.6,0.13,spiral
obj_0043020,18.99,0.82,1.38,0.38,spiral
obj_0043021,15.97,0.2,3.51,0.22,elliptical
obj_0043022,17.97,0.54,2.99,0.07,elliptical
obj_0043023,14.41,0.7,3.28,0.12,elliptical
obj_0043024,15.03,0.32,2.25,0.13,elliptical
obj_0043025,12.49,0.5,2.15,0.04,spiral
obj_0043026,16.55,1.07,2.41,0.51,elliptical
obj_0043027,14.66,0.73,1.87,0.24,spiral
obj_0043028,16.9,0.05,2.24,0.0,elliptical
obj_0043029,15.25,0.53,0.87,0.0,spiral
obj_0043030,19.03,0.86,2.38,0.24,spiral
obj_0043031,18.69,0.45,1.3,0.02,spiral
obj_0043032,12.54,0.77,3.63,0.13,spiral
obj_0043033,16.89,0.9,3.26,0.62,spiral
obj_0043034,14.89,0.18,1.95,0.18,spiral
obj_0043035,16.97,0.73,1.01,0.14,spiral
obj_0043036,13.98,0.68,2.37,0.05,spiral
obj_0043037,18.16,0.93,2.78,0.2,elliptical
obj_0043038,17.55,0.5,0.93,0.22,spiral
obj_0043039,13.88,0.72,1.35,0.15,spiral
obj_0043040,15.73,1.04,1.62,0.17,spiral
obj_0043041,16.24,0.91,2.34,0.02,spiral
obj_0043042,17.08,0.46,3.13,0.31,spiral
obj_0043043,15.98,0.6,2.59,0.18,elliptical
obj_0043044,17.18,1.14,2.95,0.03,spiral
obj_0043045,15.89,-0.09,3.78,0.41,spiral
obj_0043046,16.92,0.12,1.23,0.34,spiral
obj_0043047,13.95,0.94,2.44,0.41,elliptical
obj_0043048,15.96,0.68,2.39,0.39,elliptical
obj_0043049,17.73,0.93,3.73,0.03,spiral
obj_0043050,18.12,0.64,2.95,0.14,elliptical
obj_0043051,16.26,0.79,2.23,0.27,spiral
obj_0043052,15.85,0.94,1.98,0.19,elliptical
obj_0043053,18.05,0.72,3.36,0.05,spiral
obj_0043054,15.85,0.58,2.67,0.13,elliptical
obj_0043055,17.72,1.01,2.88,0.06,elliptical
obj_0043056,15.84,0.72,4.67,0.03,elliptical
obj_0043057,16.06,0.66,2.92,0.02,elliptical
obj_0043058,14.34,1.18,3.08,0.27,elliptical
obj_0043059,14.13,0.27,3.0,0.03,elliptical
obj_0043060,17.47,0.15,3.69,0.06,elliptical
obj_0043061,18.58,1.2,2.32,0.04,elliptical
obj_0043062,16.16,0.07,2.96,0.01,elliptical
obj_0043063,15.75,1.17,2.64,0.28,spiral
obj_0043064,17.53,0.63,3.11,0.04,spiral
obj_0043065,16.51,0.2,2.19,0.21,elliptical
obj_0043066,12.4,0.73,2.85,0.03,spiral
obj_0043067,17.49,0.3,1.93,0.42,spiral
obj_0043068,13.99,0.42,3.06,0.27,spiral
obj_0043069,15.98,0.74,3.19,0.35,elliptical
obj_0043070,15.34,0.34,2.18,0.45,spiral
obj_0043071,15.04,0.34,2.21,0.02,spiral
obj_0043072,16.07,0.85,3.44,0.04,elliptical
obj_0043073,17.34,0.41,2.04,0.29,spiral
obj_0043074,16.05,0.3,1.7,0.22,elliptical
obj_0043075,18.11,0.0,2.32,0.08,elliptical
obj_0043076,18.3,0.32,2.45,0.08,spiral
obj_0043077,18.29,0.34,2.28,0.19,spiral
obj_0043078,15.92,0.3,1.81,0.04,spiral
obj_0043079,15.28,1.05,1.62,0.05,elliptical
obj_0043080,15.95,1.01,2.62,0.37,spiral
obj_0043081,17.69,0.65,3.52,0.06,spiral
obj_0043082,17.6,0.43,1.09,0.06,elliptical
obj_0043083,12.11,0.39,1.8,0.17,spiral
obj_0043084,16.46,0.63,2.28,0.03,elliptical
obj_0043085,12.45,0.61,2.75,0.49,elliptical
obj_0043086,15.97,0.27,2.41,0.32,spiral
obj_0043087,15.21,0.9,2.24,0.14,spiral
obj_0043088,14.74,0.41,1.98,0.23,spiral
obj_0043089,17.27,0.64,1.03,0.01,spiral
obj_0043090,15.03,0.32,1.1,0.13,elliptical
obj_0043091,15.99,0.2,1.46,0.04,elliptical
obj_0043092,14.6,0.01,3.26,0.05,elliptical
obj_0043093,16.11,0.66,3.45,0.12,spiral
obj_0043094,17.44,0.56,2.43,0.05,elliptical
obj_0043095,14.68,0.3,2.1,0.17,spiral
obj_0043096,16.96,0.58,3.08,0.18,elliptical
obj_0043097,16.08,0.54,3.24,0.2,spiral
obj_0043098,16.07,0.82,3.19,0.35,elliptical
obj_0043099,15.47,0.19,3.05,0.16,spiral
obj_0043100,17.16,0.76,1.21,0.03,spiral
obj_0043101,17.01,0.34,2.25,0.04,spiral
obj_0043102,15.8,0.59,0.39,0.15,spiral
obj_0043103,16.3,-0.19,3.52,0.08,elliptical
obj_0043104,17.11,0.31,1.29,0.07,elliptical
obj_0043105,16.81,0.49,1.77,0.63,spiral
obj_0043106,15.54,0.56,3.9,0.03,elliptical
obj_0043107,17.75,0.56,3.53,0.01,spiral
obj_0043108,17.3,0.19,4.01,0.03,elliptical
obj_0043109,19.17,0.87,3.21,0.04,spiral
obj_0043110,13.65,0.22,2.43,0.27,spiral
obj_0043111,17.05,0.76,3.08,0.57,spiral
obj_0043112,17.73,0.33,0.4,0.01,elliptical
obj_0043113,17.51,0.85,2.91,0.1,spiral
obj_0043114,15.62,0.67,2.46,0.13,spiral
obj_0043115,13.96,0.89,2.33,0.17,spiral
obj_0043116,18.31,0.72,3.76,0.08,spiral
obj_0043117,15.28,0.55,3.08,0.55,spiral
obj_0043118,15.56,0.63,3.9,0.03,elliptical
obj_0043119,19.1,0.42,2.62,0.09,spiral
obj_0043120,14.09,0.8,3.19,0.37,spiral
obj_0043121,17.23,0.83,3.28,0.12,elliptical
obj_0043122,14.87,0.25,1.76,0.21,elliptical
obj_0043123,14.84,0.27,2.15,0.17,spiral
obj_0043124,16.25,0.96,0.57,0.06,spiral
obj_0043125,17.01,1.04,1.48,0.05,spiral
obj_0043126,17.43,0.23,1.86,0.31,spiral
obj_0043127,17.62,0.33,2.9,0.01,elliptical
obj_0043128,14.94,0.27,2.94,0.37,spiral
obj_0043129,14.28,0.3,3.13,0.13,elliptical
obj_0043130,15.49,0.9,0.32,0.04,spiral
obj_0043131,16.52,0.98,2.8,0.01,spiral
obj_0043132,15.69,0.69,2.08,0.03,elliptical
obj_0043133,10.55,1.07,2.8,0.05,spiral
obj_0043134,13.26,0.85,3.36,0.14,spiral
obj_0043135,15.64,0.48,1.99,0.05,elliptical
obj_0043136,17.28,1.5,2.34,0.28,spiral
obj_0043137,14.64,0.59,2.94,0.11,spiral
obj_0043138,17.1,0.59,2.54,0.07,spiral
obj_0043139,13.76,1.1,1.75,0.08,elliptical
obj_0043140,16.38,0.53,3.91,0.1,spiral
obj_0043141,16.39,0.53,1.87,0.03,spiral
obj_0043142,16.7,0.75,0.98,0.03,spiral
obj_0043143,14.49,0.77,3.56,0.06,elliptical
obj_0043144,13.68,0.61,2.06,0.0,spiral
obj_0043145,17.09,0.5,2.77,0.24,elliptical
obj_0043146,13.71,0.33,2.19,0.07,spiral
obj_0043147,14.84,0.54,2.01,0.32,elliptical
obj_0043148,18.09,0.81,2.99,0.15,elliptical
obj_0043149,16.25,0.6,1.65,0.14,elliptical
obj_0043150,16.55,1.31,2.31,0.18,spiral
obj_0043151,16.94,0.43,2.35,0.25,spiral
obj_0043152,16.88,0.14,2.06,0.14,elliptical
obj_0043153,15.97,0.49,3.01,0.09,spiral
obj_0043154,14.65,0.51,2.46,0.33,spiral
obj_0043155,20.03,0.93,3.61,0.21,spiral
obj_0043156,15.56,0.59,3.89,0.28,spiral
obj_0043157,16.5,0.72,2.13,0.23,spiral
obj_0043158,16.66,0.9,2.14,0.1,spiral
obj_0043159,15.2,1.18,3.72,0.0,spiral
obj_0043160,15.36,0.17,2.5,0.0,spiral
obj_0043161,18.23,0.85,1.83,0.22,elliptical
obj_0043162,14.89,0.56,2.89,0.21,spiral
obj_0043163,16.62,0.59,0.84,0.03,elliptical
obj_0043164,17.34,0.49,2.75,0.32,elliptical
obj_0043165,15.68,0.17,1.36,0.05,elliptical
obj_0043166,15.86,0.36,2.51,0.12,spiral
obj_0043167,17.44,0.41,2.21,0.52,elliptical
obj_0043168,15.79,0.94,2.52,0.04,spiral
obj_0043169,12.88,1.2,2.53,0.13,elliptical
obj_0043170,18.26,0.61,3.02,0.15,spiral
obj_0043171,14.54,0.9,2.83,0.39,spiral
obj_0043172,16.32,0.11,1.82,0.15,elliptical
obj_0043173,14.02,0.7,3.38,0.08,elliptical
obj_0043174,15.23,0.36,2.37,0.08,elliptical
obj_0043175,15.35,0.59,3.78,0.5,spiral
obj_0043176,16.26,0.92,3.35,0.14,spiral
obj_0043177,14.68,0.74,2.4,0.09,elliptical
obj_0043178,18.97,0.48,3.37,0.07,spiral
obj_0043179,16.04,0.78,1.46,0.01,spiral
obj_0043180,17.32,1.14,2.13,0.34,spiral
obj_0043181,15.99,0.74,1.96,0.06,spiral
obj_0043182,17.5,0.43,1.8,0.12,elliptical
obj_0043183,12.85,0.21,1.73,0.23,spiral
obj_0043184,14.94,0.86,4.42,0.3,elliptical
obj_0043185,15.22,0.38,3.07,0.17,spiral
obj_0043186,15.21,0.62,2.84,0.08,elliptical
obj_0043187,16.78,0.94,2.89,0.03,spiral
obj_0043188,16.88,0.47,4.44,0.06,spiral
obj_0043189,15.89,0.95,1.52,0.05,spiral
obj_0043190,15.93,0.45,1.09,0.29,elliptical
obj_0043191,19.66,0.33,2.72,0.17,spiral
obj_0043192,16.49,0.48,2.26,0.04,spiral
obj_0043193,12.66,0.73,1.92,0.03,spiral
obj_0043194,17.16,0.32,1.91,0.05,spiral
obj_0043195,16.84,0.59,1.8,0.35,spiral
obj_0043196,17.74,1.22,1.78,0.19,spiral
obj_0043197,16.9,0.94,2.74,0.07,spiral
obj_0043198,14.64,0.39,3.16,0.07,elliptical
obj_0043199,17.34,1.16,1.56,0.24,spiral
obj_0043200,16.15,0.84,1.9,0.17,elliptical
obj_0043201,17.57,0.89,3.72,0.2,spiral
obj_0043202,18.32,0.74,1.31,0.43,elliptical
obj_0043203,15.82,0.56,2.18,0.11,spiral
obj_0043204,17.31,1.08,1.92,0.51,spiral
obj_0043205,17.55,0.81,2.75,0.39,spiral
obj_0043206,16.24,0.9,1.72,0.31,elliptical
obj_0043207,18.94,0.48,2.75,0.01,spiral
obj_0043208,17.57,0.59,2.92,0.32,spiral
obj_0043209,15.12,0.41,2.07,0.23,elliptical
obj_0043210,16.39,0.7,2.75,0.15,elliptical
obj_0043211,17.29,0.71,2.11,0.08,spiral
obj_0043212,18.88,0.72,2.64,0.04,elliptical
obj_0043213,16.93,0.61,2.52,0.16,spiral
obj_0043214,16.43,0.6,2.83,0.06,spiral
obj_0043215,17.9,0.9,1.49,0.07,elliptical
obj_0043216,15.67,0.83,2.78,0.01,spiral
obj_0043217,14.52,1.07,2.97,0.46,elliptical
obj_0043218,17.06,0.67,2.8,0.17,spiral
obj_0043219,15.43,0.18,2.25,0.27,spiral
obj_0043220,20.07,0.99,1.64,0.21,spiral
obj_0043221,16.38,0.39,1.44,0.19,spiral
obj_0043222,17.06,0.67,2.73,0.0,spiral
obj_0043223,15.06,0.94,1.78,0.23,elliptical
obj_0043224,17.9,1.15,3.66,0.01,elliptical
obj_0043225,15.96,0.47,3.78,0.36,spiral
obj_0043226,15.81,0.64,1.9,0.22,spiral
obj_0043227,15.85,-0.0,2.14,0.13,elliptical
obj_0043228,14.06,0.7,3.08,0.15,spiral
obj_0043229,15.62,0.42,2.29,0.02,elliptical
obj_0043230,16.82,0.74,2.8,0.06,spiral
obj_0043231,13.68,0.28,3.31,0.16,elliptical
obj_0043232,17.53,0.72,1.46,0.42,spiral
obj_0043233,15.6,0.78,2.01,0.07,elliptical
obj_0043234,16.37,1.06,1.49,0.1,spiral
obj_0043235,12.65,0.02,2.85,0.39,spiral
obj_0043236,16.34,0.98,2.06,0.03,elliptical
obj_0043237,14.44,0.15,3.04,0.14,spiral
obj_0043238,15.47,0.24,1.4,0.19,spiral
obj_0043239,13.65,0.19,1.37,0.19,spiral
obj_0043240,14.68,1.08,3.58,0.13,spiral
obj_0043241,15.75,0.45,3.34,0.17,spiral
obj_0043242,15.59,0.71,2.64,0.3,elliptical
obj_0043243,17.33,0.36,2.24,0.18,elliptical
obj_0043244,13.2,0.83,2.83,0.34,elliptical
obj_0043245,15.92,0.92,2.48,0.81,spiral
obj_0043246,15.85,0.97,1.97,0.1,spiral
obj_0043247,15.31,0.74,3.05,0.55,spiral
obj_0043248,14.63,0.7,1.93,0.16,spiral
obj_0043249,17.65,0.44,2.68,0.22,spiral
obj_0043250,19.07,0.99,1.94,0.02,spiral
obj_0043251,13.43,0.7,2.3,0.2,spiral
obj_0043252,14.61,1.06,2.31,0.04,spiral
obj_0043253,14.49,0.24,2.64,0.18,spiral
obj_0043254,15.58,0.21,2.21,0.09,spiral
obj_0043255,17.88,0.73,1.52,0.18,spiral
obj_0043256,16.79,0.79,2.94,0.04,elliptical
obj_0043257,15.77,0.41,2.52,0.53,elliptical
obj_0043258,16.02,0.92,2.7,0.04,elliptical
obj_0043259,15.52,0.28,3.1,0.02,elliptical
obj_0043260,17.11,0.59,3.38,0.16,elliptical
obj_0043261,17.29,0.85,2.63,0.15,spiral
obj_0043262,16.89,0.99,3.26,0.0,spiral
obj_0043263,12.71,0.58,4.02,0.11,elliptical
obj_0043264,16.02,0.14,2.11,0.17,spiral
obj_0043265,15.72,0.65,2.62,0.15,spiral
obj_0043266,17.49,0.74,3.35,0.17,elliptical
obj_0043267,16.36,0.8,3.08,0.04,spiral
obj_0043268,16.84,0.76,0.57,0.12,spiral
obj_0043269,15.26,0.67,3.5,0.01,spiral
obj_0043270,17.41,1.09,1.52,0.03,spiral
obj_0043271,17.85,1.07,3.02,0.43,elliptical
obj_0043272,13.56,0.19,3.06,0.4,elliptical
obj_0043273,14.06,0.63,2.41,0.08,elliptical
obj_0043274,17.14,0.18,3.35,0.03,elliptical
obj_0043275,15.74,-0.06,2.62,0.05,spiral
obj_0043276,17.54,0.39,3.36,0.14,spiral
obj_0043277,16.36,0.57,2.69,0.0,elliptical
obj_0043278,17.04,0.31,2.18,0.18,elliptical
obj_0043279,14.88,0.05,1.69,0.03,spiral
obj_0043280,16.51,0.32,3.66,0.01,elliptical
obj_0043281,16.51,1.05,1.51,0.27,elliptical
obj_0043282,14.97,0.78,1.31,0.15,spiral
obj_0043283,17.5,0.6,3.0,0.22,elliptical
obj_0043284,13.16,0.59,2.56,0.19,elliptical
obj_0043285,16.31,0.61,1.95,0.24,spiral
obj_0043286,14.06,0.6,2.86,0.03,spiral
obj_0043287,14.47,0.79,3.63,0.15,spiral
obj_0043288,17.48,1.36,2.65,0.04,elliptical
obj_0043289,14.35,-0.06,1.17,0.09,elliptical
obj_0043290,14.29,0.18,3.11,0.07,spiral
obj_0043291,16.87,0.73,1.63,0.29,elliptical
obj_0043292,14.33,0.55,2.97,0.47,spiral
obj_0043293,17.53,0.65,2.37,0.07,spiral
obj_0043294,16.97,-0.02,4.17,0.11,spiral
obj_0043295,14.83,0.21,3.04,0.03,spiral
obj_0043296,17.47,0.64,2.5,0.18,spiral
obj_0043297,13.09,0.43,1.61,0.11,spiral
obj_0043298,16.71,0.44,3.5,0.02,spiral
obj_0043299,14.13,0.28,3.11,0.06,spiral
obj_0043300,15.22,0.53,1.99,0.21,elliptical
obj_0043301,15.31,0.22,2.95,0.04,elliptical
obj_0043302,17.92,0.23,2.03,0.2,spiral
obj_0043303,15.25,0.76,0.56,0.15,spiral
obj_0043304,15.88,0.63,3.57,0.02,spiral
obj_0043305,15.34,0.81,2.79,0.19,spiral
obj_0043306,14.53,0.46,2.69,0.35,spiral
obj_0043307,14.45,0.81,2.55,0.4,spiral
obj_0043308,16.46,1.29,2.49,0.07,elliptical
obj_0043309,15.96,0.35,2.72,0.08,spiral
obj_0043310,17.14,0.33,2.02,0.16,spiral
obj_0043311,15.64,0.78,0.92,0.24,spiral
obj_0043312,15.69,0.62,1.7,0.09,elliptical
obj_0043313,17.15,0.66,3.03,0.24,spiral
obj_0043314,15.44,1.31,1.35,0.12,spiral
obj_0043315,13.84,0.76,2.66,0.38,spiral
obj_0043316,17.27,0.54,2.76,0.29,spiral
obj_0043317,14.98,0.41,3.62,0.07,elliptical
obj_0043318,16.1,0.35,2.6,0.06,elliptical
obj_0043319,15.06,0.38,1.27,0.0,elliptical
obj_0043320,14.54,0.61,3.68,0.1,spiral
obj_0043321,13.15,0.33,1.92,0.02,spiral
obj_0043322,16.51,0.93,2.79,0.07,spiral
obj_0043323,10.91,0.32,2.28,0.04,spiral
obj_0043324,17.95,0.53,2.76,0.48,spiral
obj_0043325,17.55,1.02,1.52,0.23,elliptical
obj_0043326,14.64,0.4,3.07,0.15,spiral
obj_0043327,18.38,0.71,2.49,0.48,spiral
obj_0043328,19.09,0.61,1.92,0.02,elliptical
obj_0043329,15.59,0.18,3.85,0.58,spiral
obj_0043330,16.62,0.68,1.17,0.27,spiral
obj_0043331,16.2,0.58,2.8,0.33,elliptical
obj_0043332,18.27,0.93,1.38,0.02,elliptical
obj_0043333,13.91,0.85,3.56,0.2,spiral
obj_0043334,15.66,0.98,2.49,0.02,elliptical
obj_0043335,17.38,0.59,2.78,0.03,spiral
obj_0043336,17.22,0.46,3.05,0.08,elliptical
obj_0043337,15.94,0.25,3.24,0.05,elliptical
obj_0043338,18.09,0.6,2.47,0.15,spiral
obj_0043339,16.35,1.27,3.32,0.11,spiral
obj_0043340,16.17,0.26,2.57,0.12,spiral
obj_0043341,17.05,0.77,1.6,0.02,elliptical
obj_0043342,15.91,1.11,4.09,0.53,elliptical
obj_0043343,16.08,0.8,2.21,0.37,spiral
obj_0043344,14.82,1.02,3.15,0.06,elliptical
obj_0043345,20.4,0.99,3.99,0.1,spiral
obj_0043346,15.29,0.53,2.66,0.42,spiral
obj_0043347,17.09,0.64,0.7,0.05,spiral
obj_0043348,18.86,0.98,2.0,0.19,spiral
obj_0043349,13.99,0.6,2.23,0.12,spiral
obj_0043350,16.92,0.45,2.5,0.08,spiral
obj_0043351,16.03,0.79,3.17,0.38,elliptical
obj_0043352,18.69,0.78,3.36,0.05,elliptical
obj_0043353,14.64,0.54,2.09,0.02,elliptical
obj_0043354,14.87,0.73,1.58,0.0,spiral
obj_0043355,15.93,0.19,2.09,0.04,elliptical
obj_0043356,15.26,0.2,3.15,0.19,elliptical
obj_0043357,15.31,0.56,3.23,0.28,spiral
obj_0043358,19.04,0.4,2.89,0.47,elliptical
obj_0043359,16.19,0.53,2.34,0.08,elliptical
obj_0043360,14.82,1.1,1.7,0.35,elliptical
obj_0043361,15.41,0.34,1.32,0.31,spiral
obj_0043362,16.61,0.23,0.34,0.16,elliptical
obj_0043363,16.51,0.41,2.75,0.26,spiral
obj_0043364,15.13,1.17,2.33,0.17,spiral
obj_0043365,13.56,0.65,4.0,0.2,spiral
obj_0043366,15.92,0.57,2.64,0.21,spiral
obj_0043367,15.88,0.7,1.85,0.22,elliptical
obj_0043368,15.03,0.36,2.23,0.12,spiral
obj_0043369,17.92,0.14,2.42,0.0,elliptical
obj_0043370,16.86,0.56,1.42,0.15,elliptical
obj_0043371,16.2,0.73,2.6,0.09,elliptical
obj_0043372,15.46,0.85,0.19,0.17,spiral
obj_0043373,18.6,0.78,4.34,0.28,spiral
obj_0043374,14.27,0.29,4.55,0.41,spiral
obj_0043375,15.26,0.29,3.58,0.28,spiral
obj_0043376,15.32,0.49,3.0,0.09,elliptical
obj_0043377,16.45,0.38,3.11,0.07,spiral
obj_0043378,16.99,0.58,1.98,0.13,elliptical
obj_0043379,14.0,0.05,1.99,0.01,spiral
obj_0043380,14.97,0.4,2.85,0.04,spiral
obj_0043381,16.67,0.93,2.71,0.51,spiral
obj_0043382,15.0,0.59,1.6,0.12,elliptical
obj_0043383,15.4,0.64,2.6,0.16,elliptical
obj_0043384,16.26,0.97,1.41,0.31,elliptical
obj_0043385,14.53,0.58,3.43,0.33,elliptical
obj_0043386,16.42,0.8,1.85,0.06,spiral
obj_0043387,16.92,0.77,4.01,0.18,elliptical
obj_0043388,16.06,1.02,2.95,0.21,elliptical
obj_0043389,18.14,0.18,2.16,0.26,elliptical
obj_0043390,17.09,0.92,1.56,0.54,spiral
obj_0043391,15.94,0.19,1.99,0.02,spiral
obj_0043392,15.52,0.41,1.95,0.36,elliptical
obj_0043393,18.63,0.5,3.17,0.24,spiral
obj_0043394,15.01,0.77,2.54,0.13,spiral
obj_0043395,15.59,0.8,1.28,0.23,spiral
obj_0043396,15.39,1.07,3.34,0.16,spiral
obj_0043397,16.6,0.88,1.52,0.25,spiral
obj_0043398,19.38,0.53,2.87,0.24,spiral
obj_0043399,16.37,0.95,0.87,0.11,elliptical
obj_0043400,15.52,0.34,2.45,0.02,elliptical
obj_0043401,16.28,0.6,1.77,0.19,spiral
obj_0043402,14.03,0.61,3.62,0.02,spiral
obj_0043403,15.72,0.65,3.38,0.07,spiral
obj_0043404,18.56,0.91,2.84,0.1,elliptical
obj_0043405,16.99,1.32,2.0,0.14,elliptical
obj_0043406,17.85,1.01,2.52,0.38,spiral
obj_0043407,17.52,0.54,2.2,0.31,elliptical
obj_0043408,14.94,0.52,2.75,0.71,elliptical
obj_0043409,18.87,0.43,2.96,0.04,spiral
obj_0043410,13.34,0.23,1.13,0.06,elliptical
obj_0043411,16.5,1.32,2.73,0.09,spiral
obj_0043412,12.91,0.82,3.44,0.17,elliptical
obj_0043413,13.43,0.43,3.44,0.14,spiral
obj_0043414,17.4,0.99,3.05,0.24,spiral
obj_0043415,14.96,0.8,2.54,0.46,spiral
obj_0043416,17.87,1.01,2.68,0.12,spiral
obj_0043417,12.74,0.62,4.61,0.06,elliptical
obj_0043418,15.87,0.69,2.92,0.09,elliptical
obj_0043419,14.18,0.23,1.06,0.14,spiral
obj_0043420,15.51,0.47,2.34,0.13,spiral
obj_0043421,18.32,-0.01,2.51,0.21,elliptical
obj_0043422,18.69,0.43,1.67,0.01,elliptical
obj_0043423,16.77,0.7,4.2,0.03,elliptical
obj_0043424,13.61,1.07,3.21,0.13,elliptical
obj_0043425,14.19,0.72,3.5,0.06,spiral
obj_0043426,16.24,0.06,3.34,0.04,spiral
obj_0043427,14.79,0.87,1.59,0.05,spiral
obj_0043428,16.99,0.29,2.58,0.2,elliptical
obj_0043429,18.51,0.4,2.65,0.28,elliptical
obj_0043430,14.53,0.24,1.51,0.04,elliptical
obj_0043431,14.66,0.72,3.36,0.04,spiral
obj_0043432,14.23,0.87,2.1,0.01,spiral
obj_0043433,15.62,0.91,1.79,0.01,spiral
obj_0043434,16.08,0.96,2.58,0.04,spiral
obj_0043435,16.03,0.48,2.03,0.22,spiral
obj_0043436,17.35,0.44,1.43,0.32,spiral
obj_0043437,16.59,1.08,2.04,0.5,spiral
